epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99
13.507,17.87,32.248,41.912,56.115,61.852,65.128,69.502,69.833,71.99,72.778,73.415,74.693,74.68,75.08,76.175,76.412,76.528,76.915,77.138,76.955,77.27,77.228,77.502,77.95,77.938,77.602,78.05,79.092,78.575,79.133,79.742,79.61,79.592,79.388,79.172,79.84,79.902,80.163,80.583,80.232,79.942,79.982,80.212,80.33,80.505,81.03,81.092,80.812,81.318,81.048,81.495,81.095,80.875,81.07,81.385,81.64,81.145,81.782,81.968,82.125,82.09,81.792,81.968,82.22,82.205,82.205,82.02,82.295,81.977,82.15,82.252,82.218,82.13,82.212,82.415,82.21,82.305,82.528,82.45,82.262,82.34,82.45,81.985,82.52,82.268,82.442,82.785,82.697,82.608,82.548,82.443,82.798,82.568,82.962,82.9,82.63,82.725,83.02,82.875
